model,n_rows,mae,rmse,r2,mbe,skill_vs_persistence,segment_col,segment_val
pred_bin_bias,2143,80.90526051950765,98.81095457284022,0.36587551734408574,23.582507437398682,0.5878781844936904,hour,15
pred_high_residual_cal,2143,82.76222513894854,100.09057797412932,0.349345068939373,29.76259929141497,0.5825411171454049,hour,15
pred_high_residual_cal_full,2143,82.76222513894854,100.09057797412932,0.349345068939373,29.76259929141497,0.5825411171454049,hour,15
pred_blend_raw_highcal_50,2143,82.76222513894854,100.09057797412932,0.349345068939373,29.76259929141497,0.5825411171454049,hour,15
pred_blend_iso_highcal_50,2143,82.2278239581235,99.66419116003215,0.35487685345017417,28.627654553036944,0.5843194959566747,hour,15
persistence,2138,140.2317954162769,168.27402118776573,-8.21189035137864,138.90810617399436,0.0,hour,16
pred_raw,2138,27.22615676272912,36.51726283627547,0.5661785229862646,12.584736435446187,0.7829893017441576,hour,16
pred_isotonic,2138,25.01183031017734,34.94457338126125,0.6027406758370184,6.014087974885924,0.7923353044361557,hour,16
pred_bin_bias,2138,24.608099409498916,34.45026784620408,0.6138999840804829,4.0208454383968775,0.7952728079888022,hour,16
pred_high_residual_cal,2138,27.22615676272912,36.51726283627547,0.5661785229862646,12.584736435446187,0.7829893017441576,hour,16
pred_high_residual_cal_full,2138,27.22615676272912,36.51726283627547,0.5661785229862646,12.584736435446187,0.7829893017441576,hour,16
pred_blend_raw_highcal_50,2138,27.22615676272912,36.51726283627547,0.5661785229862646,12.584736435446187,0.7829893017441576,hour,16
pred_blend_iso_highcal_50,2138,25.94975758794691,35.55212610846727,0.5888069463995429,9.299412205166055,0.788724808158016,hour,16
persistence,394,104.90785152284262,123.31060027045227,-110.39030612164609,104.90785152284262,0.0,hour,17
pred_raw,394,20.941767552775303,23.8873218421647,-3.1800501832292136,19.626506272927177,0.8062833058165837,hour,17
pred_isotonic,394,15.241646278555558,18.171516116182218,-1.4189611918849567,13.035231273269847,0.8526362204358153,hour,17
pred_bin_bias,394,14.486072582083395,17.791736359922698,-1.3189065257649553,11.563908865054579,0.8557160834437527,hour,17
pred_high_residual_cal,394,20.941767552775303,23.8873218421647,-3.1800501832292136,19.626506272927177,0.8062833058165837,hour,17
pred_high_residual_cal_full,394,20.941767552775303,23.8873218421647,-3.1800501832292136,19.626506272927177,0.8062833058165837,hour,17
pred_blend_raw_highcal_50,394,20.941767552775303,23.8873218421647,-3.1800501832292136,19.626506272927177,0.8062833058165837,hour,17
pred_blend_iso_highcal_50,394,18.007701323571716,20.91955368937723,-2.205910569181507,16.330868773098512,0.8303507269975557,hour,17
persistence,2369,142.17990759814268,161.40375864697566,-1.4541746457015923,-135.1755806247362,0.0,solar_segment,low
pred_raw,2369,58.27841614243714,73.30566081173278,0.49376379350053234,24.860895183462382,0.5458243263586702,solar_segment,low
pred_isotonic,2369,57.29384786407554,72.56352929034583,0.5039619724169,21.283420884806343,0.5504223080141666,solar_segment,low
pred_bin_bias,2369,55.71914197446598,71.08701183552363,0.5239432856832278,17.63333837100002,0.5595702824306215,solar_segment,low
