model,n_rows,mae,rmse,r2,mbe,skill_vs_persistence,experiment,split,n_train,n_valid,n_test
seg_solar_high_sun_train_lgbm_residual,38572,98.07039087232546,132.98749427160337,0.7788990975679523,0.024447334091221913,0.44242915255357795,seg_solar_high_sun,train,38572,15293,14956
seg_solar_high_sun_train_blend_30persistence_70residual,38572,111.15098988779734,149.8579173111051,0.7192444863502818,7.143912692245649,0.3716972681577144,seg_solar_high_sun,train,38572,15293,14956
seg_solar_high_sun_train_blend_50persistence_50residual,38572,127.5106394791601,170.19589451442863,0.6378678622977767,11.890222931015323,0.286427121165972,seg_solar_high_sun,train,38572,15293,14956
seg_solar_high_sun_train_blend_70persistence_30residual,38572,147.85408841098936,195.29047359154364,0.5232057316526919,16.636533169784926,0.18121417765594483,seg_solar_high_sun,train,38572,15293,14956
seg_solar_high_sun_valid_persistence,15293,187.47647960504807,248.86142042223736,0.23469793470122535,33.2342126855424,0.0,seg_solar_high_sun,valid,38572,15293,14956
seg_solar_high_sun_valid_lgbm_direct,15293,114.19740799569587,158.12704206226374,0.6910202423129508,5.474965736933993,0.3645980088276709,seg_solar_high_sun,valid,38572,15293,14956
seg_solar_high_sun_valid_lgbm_residual,15293,113.23569752414276,157.38154093640833,0.693926788415361,4.390733008448284,0.367593656463976,seg_solar_high_sun,valid,38572,15293,14956
seg_solar_high_sun_valid_blend_30persistence_70residual,15293,122.77060213992611,168.2424456341235,0.6502249078296172,13.043776911576485,0.32395127638237187,seg_solar_high_sun,valid,38572,15293,14956
seg_solar_high_sun_valid_blend_50persistence_50residual,15293,136.4848389033173,185.1706274345839,0.576296618139837,18.812472846995345,0.25592875295652806,seg_solar_high_sun,valid,38572,15293,14956
seg_solar_high_sun_valid_blend_70persistence_30residual,15293,154.53302212860777,207.7757044790682,0.4665333663439628,24.58116878241413,0.1650947578514178,seg_solar_high_sun,valid,38572,15293,14956
seg_solar_high_sun_test_persistence,14956,188.66466248041877,248.8491342409525,0.19897740198754155,26.325114776678255,0.0,seg_solar_high_sun,test,38572,15293,14956
seg_solar_high_sun_test_lgbm_direct,14956,130.06397733037417,167.0305842542601,0.6391185986660285,4.486692876361513,0.3287877622570716,seg_solar_high_sun,test,38572,15293,14956
seg_solar_high_sun_test_lgbm_residual,14956,129.50063915156878,166.42518413979982,0.6417298774088467,-1.3397244922107778,0.3312205620186899,seg_solar_high_sun,test,38572,15293,14956
seg_solar_high_sun_test_blend_30persistence_70residual,14956,130.21638299623584,171.06284368201844,0.6214843201887619,6.959727288455898,0.3125841317318635,seg_solar_high_sun,test,38572,15293,14956
seg_solar_high_sun_test_blend_50persistence_50residual,14956,139.43411068281418,185.60822714217912,0.5543776699437974,12.492695142233739,0.2541335226729754,seg_solar_high_sun,test,38572,15293,14956
seg_solar_high_sun_test_blend_70persistence_30residual,14956,155.2252561931337,207.25326624007837,0.4443833300202399,18.025662996011512,0.16715295445070033,seg_solar_high_sun,test,38572,15293,14956
seg_hour_morning_train_persistence,21041,177.46775457600356,208.7298684801306,0.2799593668237269,-158.5611730620292,0.0,seg_hour_morning,train,21041,8166,8129
seg_hour_morning_train_lgbm_direct,21041,74.38458956236859,101.12509139292436,0.8309926234253533,-0.0260453619556126,0.5155217021441727,seg_hour_morning,train,21041,8166,8129
seg_hour_morning_train_lgbm_residual,21041,77.20570868739158,105.93440095372304,0.814535054473618,0.057301258847169516,0.492480871448414,seg_hour_morning,train,21041,8166,8129
seg_hour_morning_train_blend_30persistence_70residual,21041,93.4730229263651,121.7192821430697,0.7551463564291112,-47.52824103741577,0.41685738112436743,seg_hour_morning,train,21041,8166,8129
seg_hour_morning_train_blend_50persistence_50residual,21041,112.7055734345941,141.84823949170766,0.667466268089697,-79.25193590159103,0.32042193805525976,seg_hour_morning,train,21041,8166,8129
seg_hour_morning_train_blend_70persistence_30residual,21041,136.57803897116094,166.59534183628182,0.5413160813691549,-110.97563076576631,0.2018615110077533,seg_hour_morning,train,21041,8166,8129
seg_hour_morning_valid_persistence,8166,181.83281713201077,211.2892115676046,0.22618814107933816,-159.47650045309823,0.0,seg_hour_morning,valid,21041,8166,8129
seg_hour_morning_valid_lgbm_direct,8166,85.00606759537447,118.26470165512904,0.7575674011190353,-8.528658322812552,0.44027098791417096,seg_hour_morning,valid,21041,8166,8129
seg_hour_morning_valid_lgbm_residual,8166,84.43445869665949,117.97511603895065,0.7587531994135723,-6.196951234653546,0.4416415529990132,seg_hour_morning,valid,21041,8166,8129
seg_hour_morning_valid_blend_30persistence_70residual,8166,100.7911530152352,131.7948336716734,0.6989230493649115,-52.180816000186965,0.3762349118828342,seg_hour_morning,valid,21041,8166,8129
seg_hour_morning_valid_blend_50persistence_50residual,8166,119.38686751594248,149.72187728734045,0.6114461076888474,-82.83672584387588,0.2913889158063564,seg_hour_morning,valid,21041,8166,8129
seg_hour_morning_valid_blend_70persistence_30residual,8166,142.4623410790824,172.2204382491419,0.48589702603121776,-113.49263568756483,0.18490661699479238,seg_hour_morning,valid,21041,8166,8129
seg_hour_morning_test_persistence,8129,177.72355874031246,211.3275977433446,0.24061132446300126,-154.99460809447655,0.0,seg_hour_morning,test,21041,8166,8129
seg_hour_morning_test_lgbm_direct,8129,95.37249162044077,127.46178723524164,0.7237440177031951,6.903185012517,0.3968521452174798,seg_hour_morning,test,21041,8166,8129
seg_hour_morning_test_lgbm_residual,8129,93.7664438170187,125.91587866958906,0.7304044714788755,-0.3534507999941551,0.4041673685113635,seg_hour_morning,test,21041,8166,8129
seg_hour_morning_test_blend_30persistence_70residual,8129,102.4432812355415,136.1337551508087,0.6848746560774798,-46.7457979883389,0.3558164830125885,seg_hour_morning,test,21041,8166,8129
seg_hour_morning_test_blend_50persistence_50residual,8129,117.73994243376393,152.17539746754076,0.6062318607130414,-77.67402944723537,0.2799075980016753,seg_hour_morning,test,21041,8166,8129
seg_hour_morning_test_blend_70persistence_30residual,8129,138.9875935356076,173.36152202318604,0.48895739727112997,-108.60226090613185,0.17965507641017153,seg_hour_morning,test,21041,8166,8129
seg_hour_midday_train_persistence,21541,173.5135622655209,237.68094361397604,0.1494599702587418,18.93198756329383,0.0,seg_hour_midday,train,21541,8661,8451
seg_hour_midday_train_lgbm_direct,21541,110.83987451750882,148.14978725115375,0.6695482193968794,0.03393702226581624,0.37668630476422305,seg_hour_midday,train,21541,8661,8451
seg_hour_midday_train_lgbm_residual,21541,108.11895626399138,145.8601117362953,0.6796836434765364,0.01758355182738362,0.3863197043967034,seg_hour_midday,train,21541,8661,8451
seg_hour_midday_train_blend_30persistence_70residual,21541,117.81819242972252,161.78232258002802,0.605934727369623,5.691904755267277,0.3193298540467636,seg_hour_midday,train,21541,8661,8451
seg_hour_midday_train_blend_50persistence_50residual,21541,129.94358454091855,179.26948124014496,0.5161410757467163,9.474785557560605,0.24575576605206806,seg_hour_midday,train,21541,8661,8451
seg_hour_midday_train_blend_70persistence_30residual,21541,145.67149813019398,200.64980290045253,0.39384525808250503,13.257666359853854,0.1558018920257519,seg_hour_midday,train,21541,8661,8451
seg_hour_midday_valid_persistence,8661,179.6625362352307,250.34551592034597,0.0343417905657637,25.97926548127622,0.0,seg_hour_midday,valid,21541,8661,8451
seg_hour_midday_valid_lgbm_direct,8661,127.20668376131634,174.41432250844008,0.5312858185060074,8.585448012409975,0.3033055860128344,seg_hour_midday,valid,21541,8661,8451
seg_hour_midday_valid_lgbm_residual,8661,125.87833097944774,174.48405123784815,0.5309109711085778,13.058061085339018,0.3030270560413598,seg_hour_midday,valid,21541,8661,8451
seg_hour_midday_valid_blend_30persistence_70residual,8661,131.67470220355332,183.53101577090183,0.4810055189110144,16.934422404120138,0.26688914280654796,seg_hour_midday,valid,21541,8661,8451
seg_hour_midday_valid_blend_50persistence_50residual,8661,140.961451563391,197.24250083120958,0.4005612641291717,19.51866328330762,0.21211889853075105,seg_hour_midday,valid,21541,8661,8451
seg_hour_midday_valid_blend_70persistence_30residual,8661,154.01372893025027,215.81221242533957,0.28237784669388877,22.102904162495015,0.13794256856589393,seg_hour_midday,valid,21541,8661,8451
seg_hour_midday_test_persistence,8451,176.87469478844432,244.7412421516555,0.018960385400582314,13.2336112886049,0.0,seg_hour_midday,test,21541,8661,8451
seg_hour_midday_test_lgbm_direct,8451,147.3320558669028,185.621030886963,0.43567851468278707,5.61544994213562,0.24156211166101005,seg_hour_midday,test,21541,8661,8451
seg_hour_midday_test_lgbm_residual,8451,139.2649414230066,180.15638725036013,0.46841642545359163,-0.20627282689337928,0.26389036164683255,seg_hour_midday,test,21541,8661,8451
seg_hour_midday_test_blend_30persistence_70residual,8451,136.62768783207017,182.80479396881108,0.45267235279427254,3.825692407756062,0.25306910939213545,seg_hour_midday,test,21541,8661,8451
seg_hour_midday_test_blend_50persistence_50residual,8451,140.98867608940836,193.70330493647586,0.3854654760896866,6.51366923085576,0.20853835980596058,seg_hour_midday,test,21541,8661,8451
seg_hour_midday_test_blend_70persistence_30residual,8451,151.29829784573874,210.6997232914958,0.2728899367730687,9.201646053955375,0.1390918774493498,seg_hour_midday,test,21541,8661,8451
seg_hour_afternoon_train_persistence,23665,145.3800361960356,193.5348044330465,-0.09317218065090316,130.22697411121473,0.0,seg_hour_afternoon,train,23665,9149,8756
seg_hour_afternoon_train_lgbm_direct,23665,34.07052943186599,56.71122906916299,0.9061339517719972,0.041295233218835374,0.7069714192478372,seg_hour_afternoon,train,23665,9149,8756
seg_hour_afternoon_train_lgbm_residual,23665,34.099632091927695,56.34319576578421,0.9073483051909138,0.9044710731341817,0.7088730581001198,seg_hour_afternoon,train,23665,9149,8756
seg_hour_afternoon_train_blend_30persistence_70residual,23665,57.25168573682296,82.31733205828037,0.8022333815144678,39.70122198455834,0.5746639355157531,seg_hour_afternoon,train,23665,9149,8756
seg_hour_afternoon_train_blend_50persistence_50residual,23665,80.65954502766712,111.17314906785468,0.6392799933129802,65.56572259217445,0.4255650843085689,seg_hour_afternoon,train,23665,9149,8756
seg_hour_afternoon_train_blend_70persistence_30residual,23665,106.00343521182974,143.1384263024001,0.40202518717774105,91.43022319979056,0.26039956109331786,seg_hour_afternoon,train,23665,9149,8756
seg_hour_afternoon_valid_persistence,9149,142.3227093307101,196.38233377747605,-0.09581186456408197,131.48212782453456,0.0,seg_hour_afternoon,valid,23665,9149,8756
seg_hour_afternoon_valid_lgbm_direct,9149,42.050836321633206,76.53494759916939,0.8335626688972999,0.6390957389631433,0.6102758016620153,seg_hour_afternoon,valid,23665,9149,8756
seg_hour_afternoon_valid_lgbm_residual,9149,42.09980466684016,76.6467024569321,0.833076256855211,1.133378958700034,0.6097067338868591,seg_hour_afternoon,valid,23665,9149,8756
seg_hour_afternoon_valid_blend_30persistence_70residual,9149,60.668419806515615,95.95406910059783,0.7383878212769335,40.23800361845038,0.511391542941307,seg_hour_afternoon,valid,23665,9149,8756
seg_hour_afternoon_valid_blend_50persistence_50residual,9149,81.65887932525627,120.4662822814653,0.5876536257259339,66.3077533916173,0.3865727127065942,seg_hour_afternoon,valid,23665,9149,8756
seg_hour_afternoon_valid_blend_70persistence_30residual,9149,105.00595926876622,149.27727551743737,0.36683257270921643,92.37750316478419,0.23986403132073053,seg_hour_afternoon,valid,23665,9149,8756
seg_hour_afternoon_test_persistence,8756,148.98398695535454,202.51976969525126,-0.14803875908640096,137.93055783246737,0.0,seg_hour_afternoon,test,23665,9149,8756
seg_hour_afternoon_test_lgbm_direct,8756,55.267534132434044,90.66086665769093,0.7699292366007009,3.752406270887572,0.5523357211292702,seg_hour_afternoon,test,23665,9149,8756
seg_hour_afternoon_test_lgbm_residual,8756,54.08616915125646,87.18304525045205,0.7872420632276838,-2.1255081068241535,0.5695084712882905,seg_hour_afternoon,test,23665,9149,8756
seg_hour_afternoon_test_blend_30persistence_70residual,8756,65.7445291218636,97.75076508316778,0.7325380347318425,39.8913116749633,0.5173272948598466,seg_hour_afternoon,test,23665,9149,8756
seg_hour_afternoon_test_blend_50persistence_50residual,8756,84.64440241627219,121.24687321581938,0.5885066737353843,67.90252486282161,0.40130845794329184,seg_hour_afternoon,test,23665,9149,8756
seg_hour_afternoon_test_blend_70persistence_30residual,8756,108.81500609314463,151.39538159948853,0.3584257058062087,95.91373805067988,0.2524414686659675,seg_hour_afternoon,test,23665,9149,8756
