model,n_rows,mae,rmse,r2,mbe,skill_vs_persistence,experiment,split,n_train,n_valid,n_test
seg_solar_low_sun_test_blend_50persistence_50residual,4350,49.38046627693305,71.85999190416216,0.6225135971753216,-21.254044191205672,0.4221104316931188,seg_solar_low_sun,test,11661,4506,4350
seg_solar_low_sun_test_blend_70persistence_30residual,4350,66.4645988792127,91.48390137555222,0.38819032713899326,-32.606499425068236,0.2642972692864294,seg_solar_low_sun,test,11661,4506,4350
seg_solar_medium_sun_train_persistence,16014,167.94086699414538,197.71337182715396,0.1335753756832061,-14.942598546650887,0.0,seg_solar_medium_sun,train,16014,6177,6030
seg_solar_medium_sun_train_lgbm_direct,16014,43.742747799594994,64.90248531044669,0.9066355901393152,-0.03357160081509309,0.6717344673723632,seg_solar_medium_sun,train,16014,6177,6030
seg_solar_medium_sun_train_lgbm_residual,16014,43.305873082987524,64.42368578664623,0.908008047405873,0.048907399340637626,0.6741561524580792,seg_solar_medium_sun,train,16014,6177,6030
seg_solar_medium_sun_train_blend_30persistence_70residual,16014,68.53673256006013,88.45572655810295,0.826575436744556,-4.448544384456834,0.5526062514606589,seg_solar_medium_sun,train,16014,6177,6030
seg_solar_medium_sun_train_blend_50persistence_50residual,16014,94.09140117666392,116.25694903725697,0.7004312244677338,-7.446845573655127,0.4119924820315556,seg_solar_medium_sun,train,16014,6177,6030
seg_solar_medium_sun_train_blend_70persistence_30residual,16014,122.57523977424988,147.64986286648642,0.5168023680554892,-10.445146762853444,0.2532125596665983,seg_solar_medium_sun,train,16014,6177,6030
seg_solar_medium_sun_valid_persistence,6177,167.9972484053748,197.84953911438834,0.18585692729052883,-23.22396030435486,0.0,seg_solar_medium_sun,valid,16014,6177,6030
seg_solar_medium_sun_valid_lgbm_direct,6177,51.78541598151803,79.2440681355423,0.8693936864005385,-10.636768346867404,0.5994730718592844,seg_solar_medium_sun,valid,16014,6177,6030
seg_solar_medium_sun_valid_lgbm_residual,6177,51.92364667619576,79.47091540461149,0.8686448583061261,-10.391320308119926,0.5983265073027806,seg_solar_medium_sun,valid,16014,6177,6030
seg_solar_medium_sun_valid_blend_30persistence_70residual,6177,75.69306392825222,99.88259742151077,0.792503726633613,-14.241112306990422,0.495158806694198,seg_solar_medium_sun,valid,16014,6177,6030
seg_solar_medium_sun_valid_blend_50persistence_50residual,6177,99.25613155523759,123.95031018772326,0.6804595209318585,-16.807640306237396,0.37351226218393985,seg_solar_medium_sun,valid,16014,6177,6030
seg_solar_medium_sun_valid_blend_70persistence_30residual,6177,125.64441202948426,152.01335060013372,0.5193885542273742,-19.374168305484396,0.23167194990408368,seg_solar_medium_sun,valid,16014,6177,6030
seg_solar_medium_sun_test_persistence,6030,166.7914509918879,197.38370758742877,0.11732793240211936,-19.60187885885835,0.0,seg_solar_medium_sun,test,16014,6177,6030
seg_solar_medium_sun_test_lgbm_direct,6030,59.19904034428073,87.92110297140381,0.8248689973446486,-2.688106540813909,0.5545675778105434,seg_solar_medium_sun,test,16014,6177,6030
seg_solar_medium_sun_test_lgbm_residual,6030,60.999439537255995,88.3809893013524,0.8230321005957663,-1.124074919969037,0.5522376675278273,seg_solar_medium_sun,test,16014,6177,6030
seg_solar_medium_sun_test_blend_30persistence_70residual,6030,78.26928581968615,103.88005789144559,0.7555212340601988,-6.667416101635845,0.4737151350476424,seg_solar_medium_sun,test,16014,6177,6030
seg_solar_medium_sun_test_blend_50persistence_50residual,6030,99.7669519263159,125.73199953755201,0.6418471402162365,-10.362976889413694,0.3630072052331852,seg_solar_medium_sun,test,16014,6177,6030
seg_solar_medium_sun_test_blend_70persistence_30residual,6030,125.00582816870953,152.48186098011664,0.47323956678274004,-14.05853767719157,0.22748507035426613,seg_solar_medium_sun,test,16014,6177,6030
seg_solar_high_sun_train_persistence,38572,182.80737957904552,238.51228033291747,0.28880221082397783,23.755998527939425,0.0,seg_solar_high_sun,train,38572,15293,14956
seg_solar_high_sun_train_lgbm_direct,38572,99.07890201416741,133.92701318855103,0.7757640320804733,-0.03138045600271062,0.43849007270562934,seg_solar_high_sun,train,38572,15293,14956
