location,n_features_baseline,n_features_pruned,reduction_pct,r2_baseline_val,r2_baseline_test_fullconfig,r2_pruned_test_fullconfig,delta_r2_test,selected_features
Banten,50,24,52.0,0.6790878386693023,0.6817953503261187,0.6820742839978331,-0.00027893367171438754,"ghi_roll_30m_mean, ghi_roll_60m_mean, ghi_roll_60m_std, ghi_roll_180m_mean, ghi_roll_180m_std, kt_roll60m_mean, clp_cot, clp_cot_lag_10m, clp_cot_lag_20m, clp_cot_delta_10m, clp_cot_delta_30m, clp_cot_delta_180m, clp_cot_roll_180m_mean, clp_cth_m, clp_ctt_k, clp_cer, hour_sin, doy_sin, doy_cos, month_cos, ghi_cs_t60, elev_sin_t60, smart_persist, smart_persist_avg"
