config,n_features,n_rows,r2,mae,rmse
A_point_43feat,43,25336,0.8212228311786378,94.7239374669371,134.5537079040427
B_avg_43feat_hybrid,43,25336,0.9024869903240599,65.86148286031306,94.45035935269861
C_avg_37feat_coarse,37,25336,0.9008427176804226,66.32188162159117,95.24334546420849
