target,config,train_window,r2,mae,rmse,skill_vs_sp,n_test
ghi_point_t60,smart_persistence,-,0.4561471525919901,134.39990659936464,191.5445583887026,0.0,16564
ghi_point_t60,catboost_tuned_4000_d8,train<=2024 (train+val),0.6800973993179766,106.59707183811095,146.90548137683683,0.4117846358501721,16564
ghi_point_t60,catboost_tuned_4000_d8,train<=2023 (spek literal),0.6755404557655514,107.51691911872868,147.948099986144,0.40340563484991343,16564
ghi_next_1h_mean,smart_persistence,-,0.665722640755519,94.5867022376257,135.73824872868437,0.0,16564
ghi_next_1h_mean,catboost_tuned_4000_d8,train<=2024 (train+val),0.8534055650832103,64.35738479101134,89.88919730166863,0.5614586783618369,16564
ghi_next_1h_mean,catboost_tuned_4000_d8,train<=2023 (spek literal),0.8508948286381096,65.02520306377413,90.65569954457534,0.5539477405861664,16564
