model,target,n_rows,mae,rmse,r2,mbe,skill_vs_persistence,split
persistence,point,23371,166.19172258021575,220.8853383059591,0.3812336937159173,-0.10842735108562836,0.0,test
lgbm_residual,point,23371,103.86020843160206,147.7487413932224,0.7231525946228463,5.537778539038846,0.33110661610066494,test
persistence,avg,23338,109.11718801081052,149.53888600840918,0.6683745038228829,-1.4684692193307363,0.0,test
lgbm_residual,avg,23338,64.96575872842863,96.4478659044408,0.8620489928038975,-0.1541216567014077,0.35503153407858645,test
