ts_wib,target_ts_60m,target_ghi_60m,ghi_now,hour,month,solar_elev_deg,solar_segment,target_ghi_bin,has_clp,has_synop,clp_qc_status,synop_qc_status,persistence,direct_all_features,direct_no_cloud_features,direct_rad_met_features,direct_regularized_all,direct_deeper_all,direct_smooth_all,direct_top20,direct_top40,direct_top60,ensemble_direct_mean,ensemble_best2_mean,best_model_prediction,best_model_error,persistence_error
2025-03-21 09:30:00,2025-03-21 10:30:00,257.22,767.0699999999999,9,3,48.82599718573734,high,100-300,True,True,ok,ok,767.0699999999999,821.8467108794545,812.2431225060648,797.1413692586149,807.579615772981,822.8701491870994,826.4238640820352,841.917124114975,827.9930236320935,804.7104497171341,818.0806032389391,806.1450327450575,807.579615772981,550.359615772981,509.8499999999999
2025-03-15 10:20:00,2025-03-15 11:20:00,335.86,780.3700000000001,10,3,61.03555587853248,high,300-600,True,True,ok,ok,780.3700000000001,885.283834449173,926.0734692235051,919.3290571221863,885.4071514947367,870.9371582182445,926.5009898516022,900.2433445221261,896.7970031155062,883.4593113725639,899.3368132632937,884.4332314336502,885.4071514947367,549.5471514947367,444.5100000000001
2025-09-27 10:00:00,2025-09-27 11:00:00,199.13,225.15,10,9,60.620873280847334,high,100-300,True,True,ok,ok,225.15,783.6646311692992,809.3621743752959,755.4689144186444,748.5313691573947,779.9594707636302,716.7501631906258,774.2498875862605,743.1546558071395,747.204071331207,762.0383708666109,747.8677202443009,748.5313691573947,549.4013691573947,26.02000000000001
2025-10-06 12:30:00,2025-10-06 13:30:00,85.15,760.72,12,10,81.02194355355059,high,0-100,True,True,ok,ok,760.72,592.2542646060272,845.93075844038,856.1745494948352,634.3389945790976,615.1919200413664,661.9191619326496,563.4161343923541,542.8120389489461,623.503375743803,659.5045775754955,628.9211851614502,634.3389945790976,549.1889945790977,675.57
2025-12-07 12:50:00,2025-12-07 13:50:00,893.61,431.39,12,12,67.46413572175047,high,600-900,True,True,ok,ok,431.39,331.34878271441244,627.1976733141657,642.5834200950505,347.6299765414747,372.38825746522855,513.4662740939004,288.9618311720143,336.61613750555443,324.81791274361007,420.5566961828235,336.2239446425424,347.6299765414747,-545.9800234585252,-462.22
2025-10-06 12:40:00,2025-10-06 13:40:00,88.7,681.67,12,10,78.53949478674697,high,0-100,True,True,ok,ok,681.67,620.9536827145089,835.4457380070462,861.9201364141885,634.4354751595159,590.7987049241061,679.6326072314575,576.9748723436494,584.973835217608,615.9638609146217,666.788768102967,625.1996680370688,634.4354751595159,545.7354751595159,592.9699999999999
2025-01-19 13:20:00,2025-01-19 14:20:00,905.1900000000002,1101.3,13,1,67.25096166693507,high,900+,True,True,ok,ok,1101.3,407.5294473580487,555.760207949311,560.2477922822902,359.4634900206404,378.7928100278484,394.55026627170184,305.8433465874124,370.25237037090983,332.5948721148037,407.22606699810734,346.02918106772205,359.4634900206404,-545.7265099793598,196.1099999999998
2025-11-23 09:30:00,2025-11-23 10:30:00,962.29,361.71000000000004,9,11,51.57592051656094,high,900+,True,True,ok,ok,361.71000000000004,384.1940277977519,690.4390587585888,668.0323798317966,416.59336135625585,428.6446030109431,574.8445084778282,447.4656087329691,386.14078513496725,378.1245761026161,486.05321213374623,397.358968729436,416.59336135625585,-545.6966386437441,-600.5799999999999
2025-09-27 09:00:00,2025-09-27 10:00:00,225.15,542.6099999999999,9,9,45.67271272460271,high,100-300,True,True,ok,ok,542.6099999999999,776.2330255429847,799.3851951770732,823.8575061353508,768.8870845978494,782.6464939229411,827.7677318658762,739.0638607337883,747.4305076307994,752.4295846283852,779.744554470561,760.6583346131173,768.8870845978494,543.7370845978494,317.4599999999999
2025-09-25 14:10:00,2025-09-25 15:10:00,723.28,124.03999999999999,14,9,56.82677748773656,high,600-900,True,True,ok,ok,124.03999999999999,189.21349624247588,165.0777294444412,205.83486752779348,180.32348562141001,181.52984642472484,166.86803018283823,209.24048515902405,201.10733577940456,194.2831190055202,188.16426615418138,187.3033023134651,180.32348562141001,-542.95651437859,-599.24
2025-06-16 12:00:00,2025-06-16 13:00:00,189.34,822.5,12,6,62.74916475805243,high,100-300,True,True,ok,ok,822.5,705.4058865665272,666.3948562856522,704.8636723642887,732.2222467358748,700.5925359168341,728.5569835555549,706.301731580128,706.6469044731592,736.1552379596537,709.6822283819636,734.1887423477642,732.2222467358748,542.8822467358748,633.16
2025-11-23 09:10:00,2025-11-23 10:10:00,858.0599999999998,305.2,9,11,47.1295327049193,high,600-900,True,True,ok,ok,305.2,281.58668672905605,624.5060213857571,625.221340524302,316.6173096481175,336.9769707305654,506.3503276654059,349.28527098243296,334.7257564735224,299.35525722037556,408.29166015105943,307.9862834342465,316.6173096481175,-541.4426903518823,-552.8599999999999
